Yes/No,Site,Site Code,City,Country/Region,State/Province,ZIP/Postal Code,3 Digit Zip
,ELJINETE WHOLESALE INC DBA,0066143470,WOODSTOCK,USA,GA,30189,301
,ELJINETE WHOLESALE INC DBA,0066143823,STATHAM,USA,GA,30666,306
,ELJINETE WHOLESALE INC DBA,0066143923,ROSWELL,USA,GA,30075,300
,ELJINETE WHOLESALE INC DBA,0066143924,SNELLVILLE,USA,GA,30039,300
,ELJINETE WHOLESALE INC DBA,0066144049,DOUGLASVILLE,USA,GA,30134,301
,ELJINETE WHOLESALE INC DBA,0066144376,WOODSTOCK,USA,GA,30189,301
,ELJINETE WHOLESALE INC. DBA,0066143925,JEFFERSON,USA,GA,30549,305
,ELJINETE WHOLESALE INC. DBA,0066143926,DACULA,USA,GA,30019,300
,ELJINETE WHOLESALE INC. DBA,0066143932,DAWSONVILLE,USA,GA,30534,305
,ELLIOTT ELECTRIC SUPPLY,0066143940,ROME,USA,GA,30165,301
,ELLIOTT ELECTRIC SUPPLY,0066144200,MARIETTA,USA,GA,30067,300
,ELYSM CONSULTING,0066143850,WOODSTOCK,USA,GA,30189,301
,EMA,0066143652,ATLANTA,USA,GA,30363,303
,EMERALD TRANSPORTATION SOLUTIO,0066144164,FAYETTEVILLE,USA,GA,30214,302
,EMERALD TRANSPORTATION SOLUTIO,0066144331,GRIFFIN,USA,GA,30224,302
,EMORY,0066143228,ATLANTA,USA,GA,30322,303
,EMORY,0066143229,ATLANTA,USA,GA,30322,303
,EMORY,0066143230,CLARKSTON,USA,GA,30021,300
,EMORY,0066143231,ATLANTA,USA,GA,30303,303
,EMORY,0066143250,ATLANTA,USA,GA,30322,303
,EMORY,0066143525,ATLANTA,USA,GA,30322,303
,EMORY,0066143555,COVINGTON,USA,GA,30014,300
,EMORY,0066143880,ATLANTA,USA,GA,30322,303
,EMORY,0066144121,DECATUR,USA,GA,30030,300
,EMORY,0066144129,ATLANTA,USA,GA,30308,303
,EMORY,0066144147,CUMMING,USA,GA,30041,300
,EMORY,0066144297,ATLANTA,USA,GA,30329,303
,EMORY,0066144303,DECATUR,USA,GA,30030,300
,EMORY,0066144304,ATLANTA,USA,GA,30322,303
,EMORY,0066144305,ATLANTA,USA,GA,30322,303
,EMORY,0066144306,ATLANTA,USA,GA,30322,303
,EMORY,0066144307,ATLANTA,USA,GA,30322,303
,EMORY,0066144308,ATLANTA,USA,GA,30322,303
,EMORY,0066144309,ATLANTA,USA,GA,30322,303
,EMORY,0066144310,ATLANTA,USA,GA,30322,303
,EMORY,0066144311,ATLANTA,USA,GA,30322,303
,EMORY,0066144312,ATLANTA,USA,GA,30322,303
,EMORY,0066144313,ATLANTA,USA,GA,30322,303
,EMORY,0066144314,ATLANTA,USA,GA,30322,303
,EMORY,0066144315,ATLANTA,USA,GA,30322,303
,EMORY,0066144316,ATLANTA,USA,GA,30322,303
,EMORY,0066144317,ATLANTA,USA,GA,30322,303
,EMORY,0066144536,ATLANTA,USA,GA,30322,303
,EMORY,0066144548,ATLANTA,USA,GA,30322,303
,EMORY,0066144557,DECATUR,USA,GA,30033,300
,EMORY,0066144577,ATLANTA,USA,GA,30322,303
,EMORY,0066144578,ATLANTA,USA,GA,30322,303
,EMORY,0066144580,ATLANTA,USA,GA,30322,303
,EMORY,0066144581,ATLANTA,USA,GA,30322,303
,EMORY,0066144582,ATLANTA,USA,GA,30322,303
,EMORY,0066144592,ATLANTA,USA,GA,30322,303
,EMORY,0066144602,ATLANTA,USA,GA,30322,303
,EMORY,0066144613,ATLANTA,USA,GA,30329,303
,EMORY,0066144633,ATLANTA,USA,GA,30308,303
,EMORY,0066144688,ATLANTA,USA,GA,30322,303
,EMORY,0066144721,ATLANTA,USA,GA,30322,303
,EMORY,0066144783,DECATUR,USA,GA,30030,300
,EMORY CLINIC,0066143337,ATLANTA,USA,GA,30322,303
,EMORY CLINIC,0066143338,ATLANTA,USA,GA,30322,303
,EMORY CLINIC,0066144059,ATLANTA,USA,GA,30322,303
,EMORY CLINIC,0066144650,ATLANTA,USA,GA,30308,303
,EMORY CLINIC,0066144690,ATLANTA,USA,GA,30322,303
,EMORY CLINIC,0066144719,ATLANTA,USA,GA,30322,303
,EMORY DIALYSIS AT CANDLER,0066143408,DECATUR,USA,GA,30034,300
,EMORY DIALYSIS AT GREENBR,0066143405,ATLANTA,USA,GA,30331,303
,EMORY DIALYSIS AT NORTHSI,0066143354,ATLANTA,USA,GA,30318,303
,EMORY DIALYSIS SG,0066143409,DECATUR,USA,GA,30034,300
,EMORY DIALYSIS SG,0066143946,DECATUR,USA,GA,30033,300
,EMORY SCHOOL OF NURSING,0066144278,DECATUR,USA,GA,30030,300
,EMORY SCHOOL OF NURSING,0066144550,DECATUR,USA,GA,30030,300
,ENTEGRA CORP SERVICES,0070301538,HOGANSVILLE,USA,GA,30230,302
,ENTEGRA REGIONAL AREA MGR SE,0070301626,WOODSTOCK,USA,GA,30189,301
,ENTEGRA REGIONAL AREA MGR SW,0070301627,SUWANEE,USA,GA,30024,300
,ENTEGRA-CLIENT SVCS-TOLENTINO,0070314576,DALLAS,USA,GA,30132,301
,ENTEGRA-EPK SALES-ELLIOT,0070312921,TUCKER,USA,GA,30084,300
,ENTEGRA-NAE-GJOHNSON,0070307537,CUMMING,USA,GA,30041,300
,ENTEGRA-NAE-HEATON,0070315984,MARIETTA,USA,GA,30066,300
,ENTEGRA-NAE-HOLMES,0070305752,ALPHARETTA,USA,GA,30022,300
,ENTEGRA-NAE-ROJAS,0070305860,WOODSTOCK,USA,GA,30188,301
,ENTEGRA-NAE-SMITH,0070318457,WOODSTOCK,USA,GA,30188,301
,ENTEGRA-NAE-STUHLMILLER,0070304665,CANTON,USA,GA,30114,301
,ENTEGRA-VAT-BLAINE,0070316452,WOODSTOCK,USA,GA,30189,301
,ENTEGRA-VAT-WHITE,0070304351,ACWORTH,USA,GA,30101,301
,ENTEGRA-VP OF SALES-HAMILTON,0070303986,AUGUSTA,USA,GA,30907,309
,ENTERPRISE HOLDINGS,0066143112,COLLEGE PARK,USA,GA,30337,303
,ENTERPRISE HOLDINGS,0066143125,COLLEGE PARK,USA,GA,30337,303
,ENTERPRISE RENT A CAR,0066166186,HINESVILLE,USA,GA,31313,313
,ENTERPRISE SALES-SKINNER,0070305780,ROME,USA,GA,30161,301
,ENVELOPES AND FORM INC,0066143103,DULUTH,USA,GA,30096,300
,ENVIRONMENTAL PLANNING  S,0066143922,SANDY SPRINGS,USA,GA,30350,303
,ER SVP SALES OPEN,0070303787,MARIETTA,USA,GA,30068,300
,ESD HOMES LLC,0066144595,ATLANTA,USA,GA,30327,303
,ESHAL RETAIL INC DBA AIRLINE S,0066167009,BOWERSVILLE,USA,GA,30516,305
,EVERYDAY DIABETES CENTER,0066168070,SAVANNAH,USA,GA,31405,314
,EXCELSIOR ELEC MEMBERSHIP,0066166310,METTER,USA,GA,30439,304
,EXON FOOD MART INC,0066143501,TOCCOA,USA,GA,30577,305
,EXON FOOD MART INC,0066144563,ATLANTA,USA,GA,30316,303
,EXON FOOD MART INC,0066144649,JONESBORO,USA,GA,30236,302
,EXON FOOD MART INC,0066144705,DECATUR,USA,GA,30032,300
,EXON FOOD MART INC,0066144729,TOCCOA,USA,GA,30577,305
,EXON GAS STATION,0066143629,HAMPTON,USA,GA,30228,302
,EXPEDITORS,0066166256,SAVANNAH,USA,GA,31401,314
,EXPERIENTIAL MEDIA GROUP,0066144089,PEACHTREE CORNERS,USA,GA,30071,300
,EXPRESS FOOD MART,0066143628,JACKSON,USA,GA,30233,302
,EXXON MOBILE,0066143567,DAWSONVILLE,USA,GA,30534,305
,FABER PRODUCTS LLC,0066144150,LOGANVILLE,USA,GA,30052,300
,FAIRFIELD,0066143021,VILLA RICA,USA,GA,30180,301
,FAIRFIELD PLANTATION TIME SHAR,0066143050,VILLA RICA,USA,GA,30180,301
,FALLS ROAD CONVENIENCE STORE,0066144267,TOCCOA,USA,GA,30577,305
,FAMILY FIRST CREDIT UNION,0066143247,HAPEVILLE,USA,GA,30354,303
,FANNIE MAE ATLANTA,0088143015,ATLANTA,USA,GA,30320,303
,FANNIE MAE ATLANTA O&M,0088143043,ATLANTA,USA,GA,30320,303
,FANNIE MAE ATLANTA OUT OF SCOP,0088143081,ATLANTA,USA,GA,30320,303
,FANNIE MAE ATLANTA PROJECTS,0088143080,ATLANTA,USA,GA,30320,303
,FARMERS AND MERCHANTS BANK,0066166492,WASHINGTON,USA,GA,30673,306
,FASTENAL,0017037801,ATLANTA,USA,GA,30336,303
,FASTENAL VENDING LOCATION,0017037401,ATLANTA,USA,GA,30336,303
,FAYETTE VETERINARY MED CENTER,0066143393,FAYETTEVILLE,USA,GA,30214,302
,FDIC,0066143497,ATLANTA,USA,GA,30309,303
,FDIC,0066144621,ATLANTA,USA,GA,30309,303
,FEDERAL RESERVE BANK ATLANTA,0061026003,ATLANTA,USA,GA,30309,303
,FEDERAL RESERVE BANK ATLANTA C,0061026001,ATLANTA,USA,GA,30309,303
,FEDERAL RESERVE BANK ATLANTA C,0061026002,ATLANTA,USA,GA,30309,303
,FEDERAL RESERVE BANK ATLANTA C,0061026004,ATLANTA,USA,GA,30309,303
,FELLOWSHIP BIBLE CHURCH,0066143520,DALTON,USA,GA,30720,307
,FERGUSON ENTERPRISES,0066143038,ATLANTA,USA,GA,30316,303
,FERGUSON ENTERPRISES,0066143039,MARIETTA,USA,GA,30062,300
,FERGUSON ENTERPRISES,0066143040,ALPHARETTA,USA,GA,30009,300
,FERGUSON ENTERPRISES,0066143048,ATLANTA,USA,GA,30336,303
,FERGUSON ENTERPRISES,0066143083,LILBURN,USA,GA,30047,300
,FERGUSON ENTERPRISES,0066143126,MACON,USA,GA,31201,312
,FERGUSON ENTERPRISES,0066143503,ATHENS,USA,GA,30607,306
,FERGUSON ENTERPRISES,0066143532,TUCKER,USA,GA,30084,300
,FERGUSON ENTERPRISES,0066143552,MARIETTA,USA,GA,30062,300
,FERGUSON ENTERPRISES,0066143553,ATLANTA,USA,GA,30349,303
,FERGUSON ENTERPRISES,0066143554,PEACHTREE CORNERS,USA,GA,30071,300
,FERGUSON ENTERPRISES,0066143627,ALPHARETTA,USA,GA,30009,300
,FERGUSON ENTERPRISES,0066143630,COLUMBUS,USA,GA,31904,319
,FERGUSON ENTERPRISES,0066143694,DALTON,USA,GA,30721,307
,FERGUSON ENTERPRISES,0066143704,ATLANTA,USA,GA,30340,303
,FERGUSON ENTERPRISES,0066143801,TUCKER,USA,GA,30084,300
,FERGUSON ENTERPRISES,0066143921,UNION CITY,USA,GA,30291,302
,FERGUSON ENTERPRISES,0066144380,ALPHARETTA,USA,GA,30009,300
,FERGUSON ENTERPRISES,0066144597,ALPHARETTA,USA,GA,30009,300
,FERGUSON ENTERPRISES,0066144624,STONE MOUNTAIN,USA,GA,30083,300
,FERGUSON ENTERPRISES,0066144635,CONYERS,USA,GA,30013,300
,FERGUSON ENTERPRISES,0066144739,MCDONOUGH,USA,GA,30253,302
,FERGUSON ENTERPRISES,0066166083,SAVANNAH,USA,GA,31405,314
,FERGUSON ENTERPRISES,0066166500,AUGUSTA,USA,GA,30909,309
,FERGUSON ENTERPRISES,0066166565,AUGUSTA,USA,GA,30909,309
,FERGUSON ENTERPRISES,0066166808,AUGUSTA,USA,GA,30909,309
,FERGUSON FIRE AND FABRICATION,0066144248,ATLANTA,USA,GA,30336,303
,FIBERVISIONS,0066144373,COVINGTON,USA,GA,30014,300
,FIGHT NIGHT,0066144679,ATLANTA,USA,GA,30360,303
,FINANCE,0070310550,PEACHTREE CITY,USA,GA,30269,302
,FIRST BAPTIST CHURCH,0066144353,COVINGTON,USA,GA,30014,300
,FIRST BAPTIST CHURCH,0066166479,LYONS,USA,GA,30436,304
,FIRST BAPTIST CHURCH MABLETON,0066143572,MABLETON,USA,GA,30126,301
,FIRST BAPTIST CHURCH OF DOUGLA,0066143868,DOUGLASVILLE,USA,GA,30135,301
,FIRST HORIZON BANK,0066143965,BROOKHAVEN,USA,GA,30319,303
,FIRST IC BANK,0066143286,DULUTH,USA,GA,30096,300
,FIRST IC BANK,0066143288,DORAVILLE,USA,GA,30340,303
,FIRST IC BANK,0066143291,SUWANEE,USA,GA,30024,300
,FIRST IC BANK,0066143899,NORCROSS,USA,GA,30093,300
,FIRST NATIONAL BANK OF WAYNESB,0066166870,WAYNESBORO,USA,GA,30830,308
,FIRST WATCH CORP,0066144258,DACULA,USA,GA,30019,300
,FIVE POINTS MKT,0066166333,CLAYTON,USA,GA,30525,305
,FIVE STAR FORD,0066143710,SNELLVILLE,USA,GA,30039,300
,FLEET PRIDE INC,0066167479,AUGUSTA,USA,GA,30901,309
,FLEXI VAN,0066166523,POOLER,USA,GA,31322,313
,FLOWERY BRANCH MAINT. SHOP,0066144517,FLOWERY BRANCH,USA,GA,30542,305
,FLOWERY BRANCH MAINT. SHOP,0066144657,FLOWERY BRANCH,USA,GA,30542,305
,FLOWERY BRANCH WATERANDWASTE T,0066144518,FLOWERY BRANCH,USA,GA,30542,305
,FOLEY SPOTTING SERVICES INC,0010522049,BRUNSWICK,USA,GA,31525,315
,FOOD LION #2543,0066143370,RINGGOLD,USA,GA,30736,307
,FOOD LION 1288,0066143415,ROME,USA,GA,30165,301
,FOOD LION 1695,0066143368,ROCKY FACE,USA,GA,30740,307
,FOOTHILLS SNACK MART,0066143265,TOCCOA,USA,GA,30577,305
,FORD OF DALTON,0066144012,DALTON,USA,GA,30720,307
,FORSYTH COUNTY   COFFEE,0066143557,CUMMING,USA,GA,30040,300
,FORSYTH COUNTY   COFFEE,0066143558,CUMMING,USA,GA,30040,300
,FORSYTH COUNTY   COFFEE,0066143559,CUMMING,USA,GA,30040,300
,FORSYTH COUNTY   COFFEE,0066143573,CUMMING,USA,GA,30040,300
,FORSYTH COUNTY   COFFEE,0066143648,CUMMING,USA,GA,30040,300
,FORSYTH COUNTY   COFFEE,0066143711,CUMMING,USA,GA,30040,300
,FORSYTH COUNTY   COFFEE,0066144085,CUMMING,USA,GA,30040,300
,FORSYTH COUNTY  COFFEE,0066143560,CUMMING,USA,GA,30040,300
,FORSYTH COUNTY - COFFEE,0066143561,CUMMING,USA,GA,30040,300
,FORSYTH COUNTY - COFFEE,0066143893,CUMMING,USA,GA,30040,300
,FORT VALLEY - CHICK-FIL-A,0014020002,FORT VALLEY,USA,GA,31030,310
,FORT VALLEY - CONCESSIONS,0014020007,FORT VALLEY,USA,GA,31030,310
,FORT VALLEY - WILDCAT COMMONS,0014020005,FORT VALLEY,USA,GA,31030,310
,FORT VALLEY - WILDCAT ZONE,0014020013,FORT VALLEY,USA,GA,31030,310
,FORT VALLEY SIMPLY TO GO,0014020010,FORT VALLEY,USA,GA,31030,310
,FORT VALLEY STATE  - JAZZMAN'S,0014020012,FORT VALLEY,USA,GA,31030,310
,FORT VALLEY STATE ADMIN,0014020009,FORT VALLEY,USA,GA,31030,310
,FORT VALLEY STATE CATERING,0014020011,FORT VALLEY,USA,GA,31030,310
,FORT VALLEY STATE UNIVERSITY,0014020001,FORT VALLEY,USA,GA,31030,310
,FOSTERLANE MANAGEMENT INC,0066143285,ATLANTA,USA,GA,30326,303
,FOX CHANDLER HOMANN,0066144390,GAINESVILLE,USA,GA,30501,305
,FREE CHAPEL ONE FAMILY,0066144439,GAINESVILLE,USA,GA,30504,305
,FREE CHAPEL SUWANEE,0066144494,SUWANEE,USA,GA,30024,300
,FREEDOM POWERSPORTS CANTON,0066143848,CANTON,USA,GA,30114,301
,FREEWHEELING HONDA SUZUKI TRIU,0066144636,DOUGLASVILLE,USA,GA,30135,301
,FRESH AIR BBQ BOGART,0066143764,BOGART,USA,GA,30622,306
,FRESH AIR BBQ BOGART,0066143765,ATHENS,USA,GA,30601,306
,FRIDAS MEXICAN CUISINE,0066143952,CUMMING,USA,GA,30041,300
,FRIDAS MEXICAN RESTAURANT,0066143596,LAWRENCEVILLE,USA,GA,30046,300
,FRITO LAY INC 44895,0066166260,SAVANNAH,USA,GA,31405,314
,FRYREGLET,0066144707,ALPHARETTA,USA,GA,30005,300
,FULTON COUNTY 30009,0017005401,ALPHARETTA,USA,GA,30009,300
,FULTON COUNTY 30075,0017005402,ROSWELL,USA,GA,30075,300
,FULTON COUNTY 30076,0017005403,ROSWELL,USA,GA,30076,300
,FULTON COUNTY 30213,0017005404,FAIRBURN,USA,GA,30213,302
,FULTON COUNTY 30268,0017005405,PALMETTO,USA,GA,30268,302
,FULTON COUNTY 30291,0017005406,UNION CITY,USA,GA,30291,302
,FULTON COUNTY 30303,0017005407,ATLANTA,USA,GA,30303,303
,FULTON COUNTY 30305,0017005408,ATLANTA,USA,GA,30305,303
,FULTON COUNTY 30308,0017005409,ATLANTA,USA,GA,30308,303
,FULTON COUNTY 30310,0017005410,ATLANTA,USA,GA,30310,303
,FULTON COUNTY 30311,0017005411,ATLANTA,USA,GA,30311,303
,FULTON COUNTY 30312,0017005412,ATLANTA,USA,GA,30312,303
,FULTON COUNTY 30314,0017005413,ATLANTA,USA,GA,30314,303
,FULTON COUNTY 30315,0017005414,ATLANTA,USA,GA,30315,303
,FULTON COUNTY 30316,0017005415,ATLANTA,USA,GA,30316,303
,FULTON COUNTY 30317,0017005416,ATLANTA,USA,GA,30317,303
,FULTON COUNTY 30318,0017005417,ATLANTA,USA,GA,30318,303
,FULTON COUNTY 30327,0017005418,ATLANTA,USA,GA,30327,303
,FULTON COUNTY 30328,0017005419,ATLANTA,USA,GA,30328,303
,FULTON COUNTY 30331,0017005420,ATLANTA,USA,GA,30331,303
,FULTON COUNTY 30336,0017005421,ATLANTA,USA,GA,30336,303
,FULTON COUNTY 30337,0017005422,COLLEGE PARK,USA,GA,30337,303
,FULTON COUNTY 30344,0017005423,EAST POINT,USA,GA,30344,303
,FULTON COUNTY 30349,0017005424,ATLANTA,USA,GA,30349,303
,FULTON COUNTY 30350,0017005425,SANDY SPRINGS,USA,GA,30350,303
,FULTON COUNTY 30354,0017005426,HAPEVILLE,USA,GA,30354,303
,FULTON COUNTY SHERIFFS OFFICE,0066144680,ATLANTA,USA,GA,30336,303
,FY22 MERGERS&ACQUISITIONS,0070304769,ATLANTA,USA,GA,30339,303
,GA INST FOR PLASTIC  SURG,0066166257,SAVANNAH,USA,GA,31405,314
,GA TECH BASEBALL,0054376007,ATLANTA,USA,GA,30318,303
,GA TECH BASKETBALL,0054376004,ATLANTA,USA,GA,30318,303
,GA TECH BIOMEDICAL ENG,0066143742,ATLANTA,USA,GA,30318,303
,GA TECH OMED EDUC SVCS,0066143715,ATLANTA,USA,GA,30332,303
,GA TECH SOFTBALL,0054376006,ATLANTA,USA,GA,30332,303
,GA TECH VOLLEYBALL,0054376005,ATLANTA,USA,GA,30308,303
,GA TRUCK AND TRAILER  REPAIOPR,0066144704,MORROW,USA,GA,30260,302
,GA UROLOGY,0066143956,ATLANTA,USA,GA,30319,303
,GAF MATERIALS,0066166062,SAVANNAH,USA,GA,31408,314
,GAF MATERIALS,0066168686,SAVANNAH,USA,GA,31408,314
,GAINESVILLE EXPLORATION ACADEM,0066144449,GAINESVILLE,USA,GA,30504,305
,GAINESVILLE HIGH SCHOOL,0066144482,GAINESVILLE,USA,GA,30501,305
,GAINESVILLE HIGH SCHOOL,0066144483,GAINESVILLE,USA,GA,30501,305
,GAINESVILLE INTERNAL MEDICINE,0066144414,GAINESVILLE,USA,GA,30501,305
,GAINESVILLE JEWELRY,0066144512,GAINESVILLE,USA,GA,30501,305
,GAINESVILLE MARINA,0066144403,GAINESVILLE,USA,GA,30501,305
,GAINESVILLE PAINT AND DESIGN C,0066144430,GAINESVILLE,USA,GA,30501,305
,GALLOWAY SCHOOL  THE,0066144559,ATLANTA,USA,GA,30342,303
,GARCIAS AUTO SERVICE,0066144566,DALTON,USA,GA,30720,307
,GC - PIZZA HUT WINGSTREET,0054283016,MILLEDGEVILLE,USA,GA,31061,310
,GECC VENDING,0017060401,ALPHARETTA,USA,GA,30005,300
,GENUENT,0066144132,ATLANTA,USA,GA,30328,303
,GENUINE AUTO PARTS - APAR,0099999502,DULUTH,USA,GA,30096,300
,GENUINE AUTO PARTS- HQ,0099999501,ATLANTA,USA,GA,30339,303
,GENUINE AUTO PARTS STORECENTER,0099999503,NORCROSS,USA,GA,30071,300
,GENUINE PARTS,0032171001,ATLANTA,USA,GA,30339,303
,GENUINE PARTS - OCS,0032171002,ATLANTA,USA,GA,30339,303
,GENUINE PARTS MICRO MARKET,0032171003,DULUTH,USA,GA,30096,300
,GENUINE PARTS MICRO MARKETS,0032171004,ATLANTA,USA,GA,30339,303
,GENUINE PARTS MM BILL GA VEND,0032171801,DULUTH,USA,GA,30096,300
,GENUINE PARTS VENDING,0017061401,ATLANTA,USA,GA,30339,303
,GEORGE F RICHARDSON,0066143528,LAWRENCEVILLE,USA,GA,30043,300
,GEORGIA BONE & JOINT SURGEONS,0066143606,CARTERSVILLE,USA,GA,30121,301
,GEORGIA BUILDING AUTHORITY,0066144234,ATLANTA,USA,GA,30303,303
,GEORGIA BUILDING AUTHORITY,0066144239,ATLANTA,USA,GA,30334,303
,GEORGIA BUILDING AUTHORITY,0066144647,ATLANTA,USA,GA,30303,303
,GEORGIA COLL AFC SUSHI,0054283015,MILLEDGEVILLE,USA,GA,31061,310
,GEORGIA COLL JAMBA BLENDID,0054283014,MILLEDGEVILLE,USA,GA,31061,310
,GEORGIA COLLEGE - SUBWAY,0054283012,MILLEDGEVILLE,USA,GA,31061,310
,GEORGIA COLLEGE GHOST KITCHEN,0054283017,MILLEDGEVILLE,USA,GA,31061,310
,GEORGIA COLLEGE-ADMIN,0054283001,MILLEDGEVILLE,USA,GA,31061,310
,GEORGIA COLLEGE-BOOKS & BREW,0054283006,MILLEDGEVILLE,USA,GA,31061,310
,GEORGIA COLLEGE-CATERING,0054283003,MILLEDGEVILLE,USA,GA,31061,310
,GEORGIA COLLEGE-CHICK-FIL-A,0054283002,MILLEDGEVILLE,USA,GA,31061,310
,GEORGIA COLLEGE-EINSTEIN'S,0054283008,MILLEDGEVILLE,USA,GA,31061,310
,GEORGIA COLLEGE-IBASHO SUSHI,0054283018,MILLEDGEVILLE,USA,GA,31061,310
,GEORGIA COLLEGE-THE PIT,0054283005,MILLEDGEVILLE,USA,GA,31061,310
,GEORGIA COLL-ICE CREAM SHOPPE,0054283004,MILLEDGEVILLE,USA,GA,31061,310
,GEORGIA DEPARTMENT OF ECONOMIC,0066144608,ATLANTA,USA,GA,30308,303
,GEORGIA DEPARTMENT OF REVENUE,0066143500,ATLANTA,USA,GA,30349,303
,GEORGIA ENVELOPE AND COVERTING,0066143739,AUSTELL,USA,GA,30168,301
,GEORGIA EXTENDED MEDICAL,0066144630,CARTERSVILLE,USA,GA,30120,301
,GEORGIA HEALTH POLICY CENTER,0066144043,ATLANTA,USA,GA,30303,303
,GEORGIA INFIRMARY,0066166008,SAVANNAH,USA,GA,31401,314
,GEORGIA KNEE AND SPORTS MEDICI,0066143023,DECATUR,USA,GA,30033,300
,GEORGIA PACIFIC,0066166022,SAVANNAH,USA,GA,31404,314
,GEORGIA PIEDMONT TECHNICAL COL,0066143540,CLARKSTON,USA,GA,30021,300
,GEORGIA POWER,0066166305,SPRINGFIELD,USA,GA,31329,313
,GEORGIA POWER COMPANY,0066143046,ATLANTA,USA,GA,30308,303
,GEORGIA SOUTHERN UNIVERSITY,0066166606,SAVANNAH,USA,GA,31419,314
,GEORGIA SOUTHERN UNIVERSITY,0066168211,SAVANNAH,USA,GA,31419,314
,GEORGIA SOUTHERN UNIVERSITY,0066168212,STATESBORO,USA,GA,30458,304
,GEORGIA STATE UNIVERSITY MACK,0066143908,ATLANTA,USA,GA,30303,303
,GEORGIA STATE UNIVERSITY NEWTO,0066144053,COVINGTON,USA,GA,30014,300
,GEORGIA SWARM LACROSSE,0066143788,DULUTH,USA,GA,30097,300
,GEORGIA TECH  CTR FOR  CAREER,0066143744,ATLANTA,USA,GA,30332,303
,GEORGIA TECH AUTHORITY VENDING,0054348601,AUGUSTA,USA,GA,30901,309
,GEORGIA TECH CON OPERATIONS,0054376003,ATLANTA,USA,GA,30318,303
,GEORGIA TECH CONCESSIONS,0054376001,ATLANTA,USA,GA,30332,303
,GEORGIA TECH GTRI,0066143101,ATLANTA,USA,GA,30318,303
,GEORGIAS OWN CREDIT UNION,0066143080,SMYRNA,USA,GA,30080,300
,GEORGIAS OWN CREDIT UNION,0066143975,ALPHARETTA,USA,GA,30022,300
,GEORGIAS OWN CREDIT UNION,0066144081,SMYRNA,USA,GA,30080,300
,GIBSON DENTAL LAB,0066143535,GAINESVILLE,USA,GA,30501,305
,GILBANE BUILDING COMPANY,0066144242,ATLANTA,USA,GA,30326,303
,GLENN DAVIS AND ASSOC INS AGEN,0066167279,STATESBORO,USA,GA,30461,304
,GLOBAL ELECTRONIC SERVICES,0066143702,BUFORD,USA,GA,30518,305
,GLOVER FOUNDATION (ALLSTATE),0066144231,AUBURN,USA,GA,30011,300
,GOLDEN HANDS,0066144714,DALLAS,USA,GA,30157,301
,GOLDEN ISLE ANIMAL HOSPITAL,0010522180,BRUNSWICK,USA,GA,31520,315
,GOOD SHEPHERD CHURCH,0066143396,WOODSTOCK,USA,GA,30189,301
,GOODMAN MANUFACTURE DISTRIBUTI,0066143935,MARIETTA,USA,GA,30062,300
,GOODWILL INDUSTRIUS,0066143565,EATONTON,USA,GA,31024,310
,GOODWILL INDUSTRIUS,0066168483,AUGUSTA,USA,GA,30907,309
,GOOGLE ATL ADMIN,0045791025,ATLANTA,USA,GA,30309,303
,GOOGLE ATL GLOBAL FINANCE,0045791028,ATLANTA,USA,GA,30309,303
,GOOGLE ATL WPT,0045791001,ATLANTA,USA,GA,30309,303
,GOOGLE ATL WPT 24,0045791006,ATLANTA,USA,GA,30309,303
,GOOGLE ATL WPT CATERING,0045791004,ATLANTA,USA,GA,30309,303
,GOOGLE ATL WPT MK,0045791003,ATLANTA,USA,GA,30309,303
,GOOGLE AUSTELL,0045794001,LITHIA SPRINGS,USA,GA,30122,301
,GOOGLE AUSTELL MK,0045794002,LITHIA SPRINGS,USA,GA,30122,301
,GOOGLE DAT,0045791012,ATLANTA,USA,GA,30309,303
,GOOGLE FAIRBURN,0045791009,FAIRBURN,USA,GA,30213,302
,GORDON AND REES LLP,0066144105,ATLANTA,USA,GA,30308,303
,GOV SVC CONTRACTS IGLEHART,0070305869,ATLANTA,USA,GA,30319,303
,GOV SVC MEINERS,0070309266,DALLAS,USA,GA,30132,301
,GPS HOSPITALITY,0066144091,ATHENS,USA,GA,30605,306
,GRADY CRESTVIEW ES PROCUREMENT,0084764001,ATLANTA,USA,GA,30315,303
,GRADY CRESTVIEW EVS,0020473002,ATLANTA,USA,GA,30315,303
,GRADY EVS MOB,0084764002,ATLANTA,USA,GA,30308,303
,GRADY HEALTH CRESTVIEW FOOD,0020473003,ATLANTA,USA,GA,30315,303
,GRADY HEALTH FOOD MAIN,0020473001,ATLANTA,USA,GA,30303,303
,GRADY HEALTH STARBUCKS,0020473005,ATLANTA,USA,GA,30303,303
,GRAHAM'S 221 C-STORE,0066143429,SOPERTON,USA,GA,30457,304
,GRANITE PROPERTIES OCS,0047136501,ATLANTA,USA,GA,30339,303
,GRANT CENTRAL PIZZA,0066143481,ATLANTA,USA,GA,30312,303
,GRAPE VINES,0066143854,DAHLONEGA,USA,GA,30533,305
,GRAPE VINES,0066144350,CUMMING,USA,GA,30041,300
,GRAPHIC PACKAGING,0017006801,ATLANTA,USA,GA,30328,303
,GREEN HEART ENTERPRISES,0066143853,EAST POINT,USA,GA,30344,303
,GREENBLATT LIBRARY COFFEE SHOP,0029133011,AUGUSTA,USA,GA,30904,309
